n_effis_fires,n_effis_matched_to_official_record,pct_effis_confirmed,n_official_fires,n_official_matched_by_effis,n_official_NOT_detected_by_effis,pct_official_missed_by_effis
588,160,27.2,1663,177,1486,89.4
