fire_id,comune,fire_date,area_ha,day_or_night_ignition,pct_agricultural_landcover,pastureland_context_flag,shape_compactness,straight_edge_fraction,geometric_shape_flag
15101,Castronovo di Sicilia,2018-07-23 00:00:00.000,67,night,13.8,not predominantly agricultural,0.567,0.447,True
15348,Castronovo di Sicilia,2018-07-23 00:00:00.000,119,night,38.8,near/in agricultural land,0.634,0.395,True
16732,Cammarata,2019-09-10 00:00:00.000,132,night,100.0,near/in agricultural land,0.351,0.472,True
17765,Cammarata,2019-10-21 00:00:00.000,87,night,100.0,near/in agricultural land,0.483,0.413,True
26270,Castronovo di Sicilia,2020-05-16 12:00:00.000,18,day,11.1,not predominantly agricultural,0.774,0.394,True
44721,Cammarata,2020-10-09 15:05:38.513,30,day,100.0,near/in agricultural land,0.931,0.067,False
51497,Castronovo di Sicilia,2021-07-27 00:50:00.000,140,night,12.1,not predominantly agricultural,0.611,0.351,True
51498,Castronovo di Sicilia,2021-07-27 00:01:00.000,279,night,83.2,near/in agricultural land,0.243,0.368,True
53116,Lercara Friddi,2021-08-15 12:05:00.000,682,day,45.4,near/in agricultural land,0.56,0.366,True
210394,Cammarata,2022-09-10 12:23:00.000,167,day,85.2,near/in agricultural land,0.456,0.377,True
219286,Prizzi,2023-08-25 09:28:00.000,44,day,67.4,near/in agricultural land,0.4,0.427,True
280841,Castronovo di Sicilia,2025-08-28 00:07:00.000,7,night,71.4,near/in agricultural land,0.29,0.34,False
221084,Gratteri,2023-09-21 20:51:00.000,2823,night,48.0,near/in agricultural land,0.332,0.237,False
217551,Gratteri,2023-07-25 00:03:00.000,1450,night,39.4,near/in agricultural land,0.06,0.397,True
223283,Cefalù,2023-10-23 00:00:00.000,28,night,0.0,not predominantly agricultural,0.496,0.335,False
46848,Collesano,2021-03-13 11:18:00.000,11,day,0.0,not predominantly agricultural,0.948,0.0,False
217668,Cerda,2023-07-25 11:21:00.000,487,day,82.0,near/in agricultural land,0.249,0.409,True
221085,Collesano,2023-09-23 00:26:00.000,35,night,0.0,not predominantly agricultural,0.705,0.589,True
231052,Collesano,2024-05-15 00:00:00.000,35,night,0.0,not predominantly agricultural,0.438,0.338,False
17363,Burgio,2019-07-13 00:00:00.000,54,night,70.9,near/in agricultural land,0.487,0.471,True
40673,Palazzo Adriano,2020-07-24 21:00:00.000,49,night,0.0,not predominantly agricultural,0.487,0.224,False
40671,Chiusa Sclafani,2020-07-25 11:00:00.000,141,day,0.0,not predominantly agricultural,0.428,0.194,False
19353,Chiusa Sclafani,2020-01-10 00:00:00.000,22,night,0.0,not predominantly agricultural,0.463,0.447,True
25100,Chiusa Sclafani,2020-05-17 00:00:00.000,65,night,10.6,not predominantly agricultural,0.338,0.288,False
40670,Burgio,2020-07-24 00:48:00.000,231,night,4.9,not predominantly agricultural,0.505,0.202,False
41119,Giuliana,2020-08-02 11:48:00.000,200,day,74.4,near/in agricultural land,0.421,0.522,True
49532,Chiusa Sclafani,2021-05-30 11:08:00.000,5,day,0.0,not predominantly agricultural,0.515,0.283,False
49395,Burgio,2021-05-15 10:59:57.022,107,day,0.0,not predominantly agricultural,0.288,0.361,True
49526,Palazzo Adriano,2021-05-23 23:54:00.000,18,night,0.0,not predominantly agricultural,0.576,0.316,False
51032,Burgio,2021-07-25 21:10:00.000,258,night,23.7,not predominantly agricultural,0.357,0.191,False
210631,Chiusa Sclafani,2022-09-18 09:32:00.000,284,day,73.0,near/in agricultural land,0.35,0.294,False
211107,Palazzo Adriano,2022-09-22 01:28:00.000,77,night,0.0,not predominantly agricultural,0.532,0.503,True
219158,Burgio,2023-08-20 20:23:00.000,165,night,13.9,not predominantly agricultural,0.588,0.342,False
280314,Chiusa Sclafani,2025-08-30 19:47:00.000,4,night,0.0,not predominantly agricultural,0.835,0.27,False
280315,Chiusa Sclafani,2025-08-30 19:47:00.000,1,night,0.0,not predominantly agricultural,0.546,0.322,False
280316,Chiusa Sclafani,2025-08-30 19:47:00.000,1,night,0.0,not predominantly agricultural,0.559,0.186,False
278352,Chiusa Sclafani,2025-08-13 00:00:00.000,29,night,82.8,near/in agricultural land,0.42,0.47,True
278694,Chiusa Sclafani,2025-08-12 12:44:00.000,54,day,70.2,near/in agricultural land,0.602,0.417,True
272452,Chiusa Sclafani,2025-06-25 00:07:00.000,29,night,0.0,not predominantly agricultural,0.449,0.287,False
278169,Palazzo Adriano,2025-08-09 00:00:00.000,26,night,72.0,near/in agricultural land,0.784,0.568,True
44156,Ciminna,2020-09-11 11:48:00.000,40,day,100.0,near/in agricultural land,0.848,0.358,True
210439,Ciminna,2022-09-10 12:23:00.000,3,day,50.0,near/in agricultural land,0.3,0.393,True
223279,Ciminna,2023-10-23 12:21:00.000,107,day,79.2,near/in agricultural land,0.346,0.35,False
52120,Scillato,2021-07-30 11:17:00.000,2604,day,23.6,not predominantly agricultural,0.196,0.435,True
49297,Collesano,2021-05-14 11:54:00.000,3,day,0.0,not predominantly agricultural,0.75,0.235,False
49298,Collesano,2021-05-14 00:00:00.000,2,night,0.0,not predominantly agricultural,0.779,0.208,False
52119,Collesano,2021-08-01 10:10:00.000,484,day,23.9,not predominantly agricultural,0.186,0.319,False
217061,Collesano,2023-07-09 12:14:00.000,2,day,0.0,not predominantly agricultural,0.785,0.345,False
229825,Collesano,2024-04-21 12:32:00.000,2,day,0.0,not predominantly agricultural,0.568,0.228,False
42563,Poggioreale,2020-08-09 11:18:00.000,126,day,57.9,near/in agricultural land,0.443,0.354,True
42820,Contessa Entellina,2020-08-27 11:30:00.000,231,day,64.7,near/in agricultural land,0.585,0.336,False
44678,Contessa Entellina,2020-10-03 23:54:00.000,52,night,3.7,not predominantly agricultural,0.3,0.538,True
55619,Contessa Entellina,2021-09-30 12:20:00.000,47,day,12.8,not predominantly agricultural,0.476,0.498,True
55536,Sambuca di Sicilia,2021-09-23 12:15:00.000,109,day,62.0,near/in agricultural land,0.133,0.504,True
220758,Contessa Entellina,2023-09-19 01:41:00.000,268,night,94.5,near/in agricultural land,0.229,0.275,False
221081,Contessa Entellina,2023-09-21 20:51:00.000,410,night,74.6,near/in agricultural land,0.225,0.471,True
220466,Monreale,2023-08-27 11:53:00.000,393,day,80.5,near/in agricultural land,0.208,0.423,True
219718,Poggioreale,2023-08-31 11:28:00.000,67,day,7.6,not predominantly agricultural,0.583,0.462,True
220253,Poggioreale,2023-08-31 12:19:00.000,14,day,33.3,near/in agricultural land,0.618,0.573,True
222602,Poggioreale,2023-10-12 11:40:00.000,182,day,26.8,not predominantly agricultural,0.293,0.349,False
222973,Contessa Entellina,2023-10-15 00:13:00.000,84,night,34.5,near/in agricultural land,0.277,0.355,True
220415,Poggioreale,2023-08-28 00:13:00.000,82,night,60.0,near/in agricultural land,0.506,0.375,True
279914,Contessa Entellina,2025-08-28 00:07:00.000,169,night,92.9,near/in agricultural land,0.16,0.351,True
43002,Corleone,2020-08-17 00:00:00.000,83,night,100.0,near/in agricultural land,0.767,0.34,False
44679,Corleone,2020-09-25 10:50:00.000,190,day,83.6,near/in agricultural land,0.167,0.3,False
58848,Prizzi,2022-01-05 00:11:00.000,5,night,0.0,not predominantly agricultural,0.656,0.319,False
210877,Corleone,2022-09-25 09:39:00.000,315,day,74.9,near/in agricultural land,0.403,0.477,True
223095,Corleone,2023-10-20 20:57:00.000,139,night,0.0,not predominantly agricultural,0.555,0.527,True
222331,Corleone,2023-10-05 12:12:00.000,73,day,27.8,not predominantly agricultural,0.51,0.385,True
222332,Monreale,2023-10-05 11:21:00.000,61,day,81.0,near/in agricultural land,0.313,0.294,False
15778,Gangi,2019-09-12 00:00:00.000,48,night,58.8,near/in agricultural land,0.592,0.447,True
52155,San Mauro Castelverde,2021-08-04 11:21:00.000,9778,day,47.7,near/in agricultural land,0.393,0.622,True
225335,Gangi,2024-02-06 11:46:00.000,4,day,0.0,not predominantly agricultural,0.471,0.179,False
278781,Gangi,2025-08-19 00:00:00.000,75,night,19.0,not predominantly agricultural,0.625,0.419,True
52171,Geraci Siculo,2021-08-10 20:10:00.000,1950,night,27.1,not predominantly agricultural,0.204,0.556,True
49533,Geraci Siculo,2021-05-22 11:57:00.000,3,day,0.0,not predominantly agricultural,0.598,0.299,False
215223,Geraci Siculo,2023-03-28 00:00:00.000,5,night,0.0,not predominantly agricultural,0.62,0.353,True
215222,Geraci Siculo,2023-03-28 11:04:00.000,2,day,50.0,near/in agricultural land,0.477,0.189,False
18226,Montelepre,2019-10-23 00:00:00.000,23,night,23.8,not predominantly agricultural,0.594,0.44,True
44588,Giardinello,2020-10-03 00:18:00.000,10,night,0.0,not predominantly agricultural,0.812,0.098,False
43150,Giardinello,2020-08-29 11:42:00.000,7,day,0.0,not predominantly agricultural,0.551,0.411,True
52344,Monreale,2021-08-10 21:10:00.000,165,night,14.4,not predominantly agricultural,0.378,0.251,False
210202,Giardinello,2022-09-04 00:00:00.000,16,night,0.0,not predominantly agricultural,0.378,0.416,True
209360,Montelepre,2022-08-18 10:17:00.000,44,day,57.1,near/in agricultural land,0.583,0.408,True
211296,Montelepre,2022-10-25 00:18:00.000,23,night,0.0,not predominantly agricultural,0.561,0.618,True
216564,Giardinello,2023-05-28 00:39:00.000,2,night,0.0,not predominantly agricultural,0.836,0.374,True
241535,Giardinello,2024-09-04 11:17:00.000,7,day,0.0,not predominantly agricultural,0.594,0.348,False
210992,Cefalù,2022-10-05 00:45:00.000,12,night,0.0,not predominantly agricultural,0.483,0.264,False
25068,Isnello,2020-03-12 00:00:00.000,37,night,54.1,near/in agricultural land,0.586,0.208,False
51035,Isnello,2021-07-25 00:37:00.000,6,night,0.0,not predominantly agricultural,0.802,0.435,True
219826,Isnello,2023-09-02 00:00:00.000,7,night,12.5,not predominantly agricultural,0.705,0.162,False
224246,Isnello,2024-01-03 00:13:00.000,2,night,0.0,not predominantly agricultural,0.636,0.301,False
225798,Isnello,2024-02-07 00:05:00.000,25,night,37.5,near/in agricultural land,0.558,0.348,False
18177,Marineo,2019-08-12 00:00:00.000,37,night,100.0,near/in agricultural land,0.814,0.46,True
43059,Misilmeri,2020-08-30 11:24:00.000,90,day,23.1,not predominantly agricultural,0.725,0.547,True
25094,Santa Cristina Gela,2020-05-17 00:00:00.000,107,night,26.6,not predominantly agricultural,0.457,0.351,True
41280,Marineo,2020-08-01 00:48:00.000,79,night,53.7,near/in agricultural land,0.263,0.034,False
44155,Misilmeri,2020-09-18 11:18:00.000,8,day,14.3,not predominantly agricultural,0.938,0.154,False
51299,Piana degli Albanesi,2021-07-29 09:40:00.000,2867,day,89.1,near/in agricultural land,0.171,0.325,False
50088,Misilmeri,2021-06-27 11:34:00.000,12,day,0.0,not predominantly agricultural,0.561,0.469,True
221500,Santa Cristina Gela,2023-09-22 19:55:00.000,326,night,89.1,near/in agricultural land,0.308,0.304,False
285515,Marineo,2025-10-22 00:00:00.000,4,night,0.0,not predominantly agricultural,0.781,0.189,False
279096,Marineo,2025-08-21 01:02:00.000,38,night,29.4,not predominantly agricultural,0.419,0.258,False
204165,Mezzojuso,2022-06-28 00:01:00.000,179,night,11.7,not predominantly agricultural,0.408,0.346,False
219932,Mezzojuso,2023-09-03 12:12:00.000,10,day,0.0,not predominantly agricultural,0.322,0.4,True
14654,Misilmeri,2018-09-01 00:00:00.000,34,night,2.9,not predominantly agricultural,0.698,0.365,True
16245,Misilmeri,2019-06-30 00:00:00.000,23,night,52.2,near/in agricultural land,0.437,0.408,True
42224,Misilmeri,2020-08-20 09:40:00.000,39,day,10.0,not predominantly agricultural,0.727,0.429,True
40973,Misilmeri,2020-07-23 11:36:00.000,16,day,0.0,not predominantly agricultural,0.663,0.315,False
42362,Misilmeri,2020-08-23 11:06:00.000,196,day,0.0,not predominantly agricultural,0.632,0.483,True
51477,Misilmeri,2021-07-30 10:25:00.000,151,day,2.7,not predominantly agricultural,0.534,0.218,False
51502,Misilmeri,2021-07-30 11:17:00.000,39,day,38.5,near/in agricultural land,0.776,0.449,True
205329,Misilmeri,2022-07-07 11:51:00.000,4,day,0.0,not predominantly agricultural,0.671,0.141,False
203880,Misilmeri,2022-06-21 11:51:00.000,18,day,0.0,not predominantly agricultural,0.267,0.363,True
206920,Misilmeri,2022-07-23 11:53:00.000,163,day,1.2,not predominantly agricultural,0.351,0.449,True
218643,Misilmeri,2023-08-14 10:58:00.000,27,day,3.4,not predominantly agricultural,0.638,0.395,True
221076,Misilmeri,2023-09-22 00:43:00.000,274,night,26.6,not predominantly agricultural,0.331,0.541,True
278426,Misilmeri,2025-08-10 11:40:00.000,64,day,18.2,not predominantly agricultural,0.472,0.443,True
15946,Monreale,2019-10-02 00:00:00.000,50,night,100.0,near/in agricultural land,0.136,0.324,False
15864,Monreale,2019-08-12 00:00:00.000,21,night,9.1,not predominantly agricultural,0.693,0.354,True
16902,Monreale,2019-08-03 00:00:00.000,61,night,1.6,not predominantly agricultural,0.83,0.37,True
17873,Santa Cristina Gela,2019-09-08 00:00:00.000,70,night,0.0,not predominantly agricultural,0.712,0.355,True
40274,Monreale,2020-06-30 11:18:00.000,32,day,100.0,near/in agricultural land,0.396,0.36,True
40593,Monreale,2020-07-20 10:20:00.000,212,day,100.0,near/in agricultural land,0.145,0.163,False
42066,Monreale,2020-08-17 13:00:00.000,96,day,0.0,not predominantly agricultural,0.614,0.454,True
42220,Monreale,2020-08-17 13:00:00.000,4,day,0.0,not predominantly agricultural,0.554,0.129,False
42221,Monreale,2020-08-17 11:18:00.000,13,day,0.0,not predominantly agricultural,0.619,0.322,False
26266,Partinico,2020-06-04 12:48:00.000,24,day,8.7,not predominantly agricultural,0.875,0.427,True
26267,Monreale,2020-05-12 11:36:00.000,9,day,33.3,near/in agricultural land,0.961,0.074,False
41279,Monreale,2020-08-01 11:18:00.000,24,day,50.0,near/in agricultural land,0.8,0.26,False
41953,Partinico,2020-08-11 12:24:00.000,8,day,50.0,near/in agricultural land,0.435,0.394,True
41954,Monreale,2020-08-12 10:30:00.000,23,day,100.0,near/in agricultural land,0.358,0.387,True
42044,Monreale,2020-08-14 21:20:00.000,51,night,0.0,not predominantly agricultural,0.566,0.513,True
42045,Monreale,2020-08-14 21:20:00.000,37,night,0.0,not predominantly agricultural,0.414,0.207,False
42529,Partinico,2020-08-20 12:00:00.000,4,day,0.0,not predominantly agricultural,0.871,0.175,False
42858,San Giuseppe Jato,2020-08-30 00:06:00.000,100,night,1.0,not predominantly agricultural,0.211,0.594,True
43057,Monreale,2020-08-30 13:06:00.000,80,day,0.0,not predominantly agricultural,0.749,0.274,False
44587,Monreale,2020-09-24 10:10:00.000,95,day,53.2,near/in agricultural land,0.194,0.361,True
44735,Monreale,2020-10-03 10:05:00.000,51,day,0.0,not predominantly agricultural,0.56,0.46,True
44922,Monreale,2020-10-11 11:36:00.000,12,day,0.0,not predominantly agricultural,0.412,0.403,True
40844,Santa Cristina Gela,2020-07-23 11:36:00.000,59,day,3.5,not predominantly agricultural,0.506,0.23,False
51400,Monreale,2021-07-30 11:17:00.000,160,day,18.7,not predominantly agricultural,0.397,0.193,False
46608,Monreale,2021-02-28 00:42:00.000,44,night,0.0,not predominantly agricultural,0.531,0.417,True
49394,Monreale,2021-05-20 02:00:00.000,46,night,4.3,not predominantly agricultural,0.732,0.309,False
54867,Monreale,2021-08-15 00:00:00.000,41,night,21.4,not predominantly agricultural,0.679,0.447,True
52126,Monreale,2021-08-01 14:46:25.340,46,day,6.4,not predominantly agricultural,0.721,0.476,True
52737,Monreale,2021-08-10 11:10:00.000,11,day,0.0,not predominantly agricultural,0.536,0.19,False
53035,Monreale,2021-08-14 09:40:00.000,76,day,67.6,near/in agricultural land,0.436,0.289,False
54174,Monreale,2021-08-22 11:34:00.000,28,day,37.9,near/in agricultural land,0.652,0.202,False
54545,Monreale,2021-08-27 11:40:00.000,18,day,94.4,near/in agricultural land,0.222,0.347,False
208846,Monreale,2022-08-05 11:57:00.000,21,day,30.4,near/in agricultural land,0.953,0.211,False
209434,Monreale,2022-08-18 00:00:00.000,64,night,27.9,not predominantly agricultural,0.414,0.179,False
201271,Monreale,2022-05-05 23:54:00.000,81,night,1.3,not predominantly agricultural,0.27,0.252,False
202790,Monreale,2022-05-24 12:19:00.000,43,day,11.9,not predominantly agricultural,0.211,0.31,False
202791,Monreale,2022-05-24 12:19:00.000,5,day,0.0,not predominantly agricultural,0.629,0.375,True
204032,Monreale,2022-06-25 00:56:00.000,5,night,0.0,not predominantly agricultural,0.495,0.345,False
204371,Monreale,2022-06-28 12:12:00.000,163,day,25.6,not predominantly agricultural,0.33,0.393,True
206918,Monreale,2022-07-25 11:17:00.000,70,day,55.9,near/in agricultural land,0.329,0.369,True
210832,Monreale,2022-09-21 12:17:00.000,23,day,72.7,near/in agricultural land,0.474,0.424,True
206060,Partinico,2022-07-14 11:21:00.000,56,day,22.4,not predominantly agricultural,0.115,0.345,False
208382,Piana degli Albanesi,2022-08-04 00:56:00.000,407,night,50.1,near/in agricultural land,0.166,0.285,False
203144,Monreale,2022-06-08 00:00:00.000,13,night,0.0,not predominantly agricultural,0.289,0.246,False
210358,Monreale,2022-09-09 12:38:00.000,42,day,0.0,not predominantly agricultural,0.328,0.19,False
209349,Monreale,2022-08-18 11:15:00.000,694,day,31.2,near/in agricultural land,0.159,0.449,True
209498,Monreale,2022-08-18 12:55:00.000,223,day,53.1,near/in agricultural land,0.266,0.412,True
221492,Monreale,2023-09-23 00:00:00.000,17,night,0.0,not predominantly agricultural,0.823,0.509,True
216803,Partinico,2023-06-22 12:32:00.000,7,day,62.5,near/in agricultural land,0.417,0.364,True
219723,Monreale,2023-08-31 12:19:00.000,8,day,28.6,not predominantly agricultural,0.585,0.37,True
219721,Monreale,2023-08-27 11:04:00.000,2,day,0.0,not predominantly agricultural,0.567,0.4,True
217317,Monreale,2023-07-18 00:33:00.000,3,night,0.0,not predominantly agricultural,0.323,0.491,True
217653,Monreale,2023-07-24 12:32:00.000,425,day,12.6,not predominantly agricultural,0.586,0.465,True
217654,Piana degli Albanesi,2023-07-24 12:32:00.000,258,day,18.0,not predominantly agricultural,0.393,0.491,True
217655,Piana degli Albanesi,2023-07-25 00:03:00.000,175,night,7.4,not predominantly agricultural,0.531,0.324,False
217652,Partinico,2023-07-24 20:00:00.000,131,night,20.8,not predominantly agricultural,0.17,0.366,True
218439,Monreale,2023-07-31 11:10:00.000,8,day,0.0,not predominantly agricultural,0.617,0.27,False
221073,Monreale,2023-09-23 00:26:00.000,55,night,50.0,near/in agricultural land,0.44,0.378,True
221079,Monreale,2023-09-19 11:21:00.000,86,day,67.0,near/in agricultural land,0.277,0.378,True
219521,Santa Cristina Gela,2023-08-27 00:00:00.000,10,night,0.0,not predominantly agricultural,0.676,0.222,False
219204,Monreale,2023-08-23 11:28:00.000,142,day,77.7,near/in agricultural land,0.132,0.337,False
219386,San Giuseppe Jato,2023-08-28 00:13:00.000,99,night,1.0,not predominantly agricultural,0.25,0.481,True
219385,Monreale,2023-08-26 13:04:00.000,11,day,0.0,not predominantly agricultural,0.427,0.271,False
220465,Monreale,2023-09-11 11:21:00.000,5,day,0.0,not predominantly agricultural,0.48,0.409,True
221490,Monreale,2023-09-23 00:00:00.000,10,night,0.0,not predominantly agricultural,0.778,0.341,False
221491,Monreale,2023-09-23 00:00:00.000,208,night,0.0,not predominantly agricultural,0.392,0.373,True
222540,Monreale,2023-10-12 12:32:00.000,56,day,14.3,not predominantly agricultural,0.237,0.412,True
217862,Monreale,2023-07-24 01:09:00.000,17,night,33.3,near/in agricultural land,0.652,0.474,True
241533,Partinico,2024-09-07 12:49:00.000,38,day,78.4,near/in agricultural land,0.158,0.27,False
231270,Terrasini,2024-06-08 11:17:00.000,6,day,12.5,not predominantly agricultural,0.341,0.258,False
233360,Monreale,2024-07-10 12:55:00.000,102,day,21.3,not predominantly agricultural,0.165,0.341,False
239095,Santa Cristina Gela,2024-08-18 00:13:00.000,76,night,10.7,not predominantly agricultural,0.607,0.341,False
275089,Partinico,2025-07-19 00:58:00.000,257,night,46.5,near/in agricultural land,0.102,0.257,False
281279,Monreale,2025-09-13 11:51:00.000,1,day,0.0,not predominantly agricultural,0.546,0.252,False
271249,Monreale,2025-06-08 11:21:00.000,2,day,0.0,not predominantly agricultural,0.253,0.141,False
275944,Monreale,2025-07-24 00:37:00.000,3,night,0.0,not predominantly agricultural,0.335,0.354,True
275088,Partinico,2025-07-17 12:32:00.000,2,day,50.0,near/in agricultural land,0.391,0.265,False
275716,Santa Cristina Gela,2025-07-25 11:40:00.000,31,day,59.4,near/in agricultural land,0.224,0.341,False
275731,Piana degli Albanesi,2025-07-26 00:28:00.000,517,night,21.1,not predominantly agricultural,0.257,0.375,True
281708,Monreale,2025-09-18 11:10:00.000,5,day,0.0,not predominantly agricultural,0.701,0.346,False
278693,Monreale,2025-08-14 00:43:00.000,7,night,0.0,not predominantly agricultural,0.444,0.47,True
279908,Partinico,2025-08-29 11:13:00.000,42,day,14.6,not predominantly agricultural,0.235,0.304,False
280708,Monreale,2025-09-01 11:55:00.000,2,day,0.0,not predominantly agricultural,0.787,0.202,False
280707,Monreale,2025-09-01 11:55:00.000,1,day,0.0,not predominantly agricultural,0.872,0.409,True
280313,Piana degli Albanesi,2025-09-01 19:30:00.000,264,night,60.2,near/in agricultural land,0.156,0.362,True
42176,Montemaggiore Belsito,2020-08-16 10:05:00.000,315,day,25.5,not predominantly agricultural,0.404,0.261,False
42038,Montemaggiore Belsito,2020-08-16 10:05:00.000,241,day,39.8,near/in agricultural land,0.528,0.48,True
51499,Sclafani Bagni,2021-07-26 11:40:00.000,345,day,25.9,not predominantly agricultural,0.326,0.349,False
221086,Montemaggiore Belsito,2023-09-22 19:55:00.000,47,night,0.0,not predominantly agricultural,0.756,0.334,False
221087,Montemaggiore Belsito,2023-09-23 00:26:00.000,28,night,0.0,not predominantly agricultural,0.299,0.328,False
14891,Bivona,2018-09-17 00:00:00.000,35,night,52.9,near/in agricultural land,0.889,0.446,True
44582,Bivona,2020-09-24 11:54:00.000,24,day,32.0,near/in agricultural land,0.552,0.218,False
43003,Palazzo Adriano,2020-08-21 00:00:00.000,127,night,100.0,near/in agricultural land,0.249,0.361,True
44583,Palazzo Adriano,2020-10-04 00:48:00.000,51,night,100.0,near/in agricultural land,0.351,0.27,False
40672,Prizzi,2020-07-24 21:00:00.000,103,night,7.8,not predominantly agricultural,0.539,0.196,False
26352,Bivona,2020-06-14 11:18:00.000,16,day,16.7,not predominantly agricultural,0.676,0.196,False
42225,Palazzo Adriano,2020-08-19 23:48:00.000,109,night,41.4,near/in agricultural land,0.37,0.341,False
51305,Prizzi,2021-07-29 11:25:00.000,1054,day,22.6,not predominantly agricultural,0.414,0.549,True
52526,Bivona,2021-08-05 11:04:00.000,262,day,28.6,not predominantly agricultural,0.307,0.238,False
210111,Palazzo Adriano,2022-09-02 00:11:00.000,57,night,37.9,near/in agricultural land,0.29,0.313,False
210391,Bivona,2022-09-13 13:08:00.000,3,day,0.0,not predominantly agricultural,0.608,0.46,True
210473,Alessandria della Rocca,2022-09-13 11:28:00.000,27,day,89.3,near/in agricultural land,0.323,0.242,False
210240,Bivona,2022-09-09 00:33:00.000,175,night,73.9,near/in agricultural land,0.151,0.388,True
221082,Prizzi,2023-09-21 09:49:00.000,484,day,54.5,near/in agricultural land,0.324,0.413,True
219524,Bivona,2023-08-27 11:04:00.000,187,day,64.1,near/in agricultural land,0.242,0.351,True
222410,Bivona,2023-10-05 13:01:00.000,237,day,78.5,near/in agricultural land,0.447,0.289,False
224397,Bivona,2024-01-22 12:18:00.000,1,day,0.0,not predominantly agricultural,0.348,0.38,True
225336,Palazzo Adriano,2024-02-07 00:05:00.000,17,night,0.0,not predominantly agricultural,0.426,0.346,False
246126,Bivona,2024-10-11 13:01:00.000,54,day,17.6,not predominantly agricultural,0.273,0.387,True
240496,Palazzo Adriano,2024-08-30 00:00:00.000,5,night,0.0,not predominantly agricultural,0.735,0.311,False
238760,Palazzo Adriano,2024-07-22 00:00:00.000,9,night,0.0,not predominantly agricultural,0.548,0.255,False
240754,Bivona,2024-09-02 00:33:00.000,182,night,65.0,near/in agricultural land,0.315,0.421,True
251140,Palazzo Adriano,2024-12-29 11:42:00.000,1,day,0.0,not predominantly agricultural,0.454,0.422,True
275738,Palazzo Adriano,2025-07-27 00:07:00.000,93,night,80.0,near/in agricultural land,0.112,0.318,False
277689,Bivona,2025-08-09 00:00:00.000,114,night,75.7,near/in agricultural land,0.17,0.359,True
281536,Bivona,2025-09-16 00:26:00.000,38,night,7.9,not predominantly agricultural,0.276,0.272,False
283089,Bivona,2025-10-06 11:00:00.000,49,day,51.1,near/in agricultural land,0.488,0.273,False
17041,Palermo,2019-06-28 00:00:00.000,83,night,0.0,not predominantly agricultural,0.512,0.386,True
15143,Palermo,2019-07-10 00:00:00.000,74,night,0.0,not predominantly agricultural,0.386,0.36,True
19927,Palermo,2020-02-26 00:00:00.000,88,night,0.0,not predominantly agricultural,0.412,0.413,True
25710,Palermo,2020-05-14 00:00:00.000,356,night,0.0,not predominantly agricultural,0.335,0.487,True
26268,Palermo,2020-06-04 12:48:00.000,44,day,2.3,not predominantly agricultural,0.812,0.401,True
42222,Palermo,2020-08-18 12:42:00.000,7,day,0.0,not predominantly agricultural,0.928,0.288,False
41678,Palermo,2020-08-10 11:00:00.000,44,day,0.0,not predominantly agricultural,0.778,0.126,False
43673,Palermo,2020-09-05 20:45:00.000,48,night,0.0,not predominantly agricultural,0.673,0.42,True
54176,Palermo,2021-08-09 00:58:00.000,4,night,0.0,not predominantly agricultural,0.687,0.395,True
207466,Palermo,2022-07-28 09:58:00.000,48,day,0.0,not predominantly agricultural,0.484,0.354,True
209495,Palermo,2022-08-18 12:55:00.000,32,day,0.0,not predominantly agricultural,0.195,0.36,True
209494,Palermo,2022-08-19 01:15:00.000,39,night,0.0,not predominantly agricultural,0.165,0.387,True
221464,Torretta,2023-09-22 11:17:00.000,325,day,10.2,not predominantly agricultural,0.121,0.416,True
218737,Palermo,2023-08-15 00:07:00.000,16,night,0.0,not predominantly agricultural,0.874,0.492,True
222333,Palermo,2023-10-05 13:01:00.000,17,day,0.0,not predominantly agricultural,0.778,0.283,False
217666,Palermo,2023-07-25 00:03:00.000,655,night,0.0,not predominantly agricultural,0.559,0.536,True
217861,Palermo,2023-07-25 00:00:00.000,16,night,0.0,not predominantly agricultural,0.781,0.218,False
241534,Partinico,2024-09-07 00:00:00.000,15,night,7.1,not predominantly agricultural,0.367,0.554,True
41082,Petralia Sottana,2020-07-31 10:05:00.000,234,day,62.4,near/in agricultural land,0.261,0.575,True
14313,Santa Caterina Villarmosa,2018-07-22 00:00:00.000,45,night,82.6,near/in agricultural land,0.753,0.347,False
18649,Scillato,2019-12-17 00:00:00.000,21,night,0.0,not predominantly agricultural,0.367,0.386,True
42228,Petralia Sottana,2020-08-18 12:42:00.000,52,day,46.9,near/in agricultural land,0.591,0.221,False
41691,Petralia Sottana,2020-08-08 11:36:00.000,36,day,34.2,near/in agricultural land,0.403,0.416,True
44386,Petralia Sottana,2020-09-21 00:42:00.000,156,night,31.8,near/in agricultural land,0.299,0.517,True
51738,Petralia Sottana,2021-07-30 12:06:00.000,12,day,7.7,not predominantly agricultural,0.381,0.259,False
210402,Blufi,2022-09-12 10:58:00.000,66,day,35.3,near/in agricultural land,0.479,0.181,False
211006,Petralia Sottana,2022-10-06 11:49:00.000,27,day,11.1,not predominantly agricultural,0.554,0.328,False
210625,Petralia Sottana,2022-09-16 00:50:00.000,438,night,25.7,not predominantly agricultural,0.293,0.356,True
213651,Scillato,2023-02-24 11:51:00.000,26,day,0.0,not predominantly agricultural,0.408,0.228,False
223452,Petralia Sottana,2023-10-29 12:12:00.000,73,day,0.0,not predominantly agricultural,0.465,0.402,True
